way,node
8915253,1840603076
8915253,65283678
8915253,65283680
8915253,65283683
8915253,65283686
8915253,1840603106
8915253,1844822894
8915253,1840563827
8915253,1844822941
8915253,65283688
8915253,65283690
8915253,65283692
8915253,65283694
8915253,65283698
8915253,65283700
8915253,65283702
8915253,1844822923
8915253,65283704
8915253,65283706
8915253,1840616107
8915253,65283711
8915254,65283717
8915254,65283721
8915254,733639600
8915254,65283725
8915254,733639601
8915254,65283730
8915254,733639602
8915254,733639604
8915254,65283732
8915261,65283764
8915261,314079639
8915261,65283765
8915261,733638510
8915261,65283768
8915261,65283770
8915261,314079640
8915261,65283773
8915261,65283776
8915263,65371530
8915263,733634101
8915263,733634117
8915263,314079075
8915263,733634124
8915263,300757485
8915263,733634133
8915263,65283822
8915263,733634142
8915263,314078897
8915263,733634149
8915263,314078898
8915263,733634154
8915263,295221939
8915265,767846773
8915265,767846774
8915265,65283857
8915265,65283856
8915265,65283854
8915265,767839894
8915265,65283850
8915265,767839897
8915265,65283848
8915265,767841065
8915265,767841069
8915265,65283845
8915266,65283861
8915266,1985069515
8915266,1985069531
8915273,65283898
8915273,2745247948
8915273,1157539804
8915273,1555295459
8915273,2072458905
8915273,2072458901
8915273,1555295464
8915273,65283906
8915273,2745767500
8915273,65283909
8915279,65283914
8915279,775317184
8915279,65283916
8915279,775317185
8915279,299387925
8915282,302912546
8915282,318256543
8915282,1809551388
8915282,318256542
8915282,1809551366
8915282,318256541
8915282,318256540
8915282,1809551379
8915282,318256539
8915282,318256538
8915282,1809551381
8915282,318256537
8915282,318256536
8915282,1809551384
8915282,318256606
8915282,318256605
8915282,1809551364
8915282,318256604
8915282,318256603
8915282,318256602
8915282,1809551395
8915282,1809551392
8915282,65283986
8915283,65284000
8915283,1809551387
8915283,1809551376
8915283,1809551382
8915283,1809551396
8915283,318255929
8915283,318255928
8915283,318255963
8915283,318255962
8915283,1809551389
8915283,318255961
8915283,1809551393
8915283,318255960
8915283,318255959
8915283,318255958
8915283,65283993
8915288,295222216
8915288,1674117133
8915288,65374349
8915300,65284109
8915300,343517635
8915300,65284110
8915310,65284175
8915310,65284177
8915310,65284178
8915310,65284179
8915310,65284181
8915310,65284184
8915322,528521169
8915322,2807954104
8915322,528521174
8915322,528521179
8915322,528521181
8915322,528521184
8915322,822485363
8915322,528521191
8915322,822485358
8915322,65284248
8915322,65284253
8915322,65284255
8915322,65284261
8915322,1274882496
8915322,65284264
8915322,65284267
8915322,65284271
8915330,65284322
8915330,3454073864
8915330,65284325
8915335,65284336
8915335,65284339
8915335,65284343
8915335,65284345
8915335,65284348
8915335,65284351
8915335,65284353
8915335,65284356
8915335,65284360
8915335,65284362
8915335,65284365
8915337,358888595
8915337,358891364
8915337,1719012906
8915337,65284422
8915337,65284424
8915337,665551461
8915337,65284431
8915337,65284433
8915340,65284442
8915340,65284445
8915342,65284458
8915342,65284461
8915346,65284488
8915346,315704802
8915346,65284490
8915346,65284494
8915348,65284500
8915348,65284502
8915351,65284511
8915351,65284513
8915351,65284517
8915351,65284519
8915351,1792795197
8915351,65284521
8915351,65284523
8915351,65284525
8915351,258769353
8915357,65284181
8915357,65284540
8915357,65284542
8915357,65284544
8915357,65284546
8915357,65284552
8915357,65284554
8915357,65284556
8915357,65284558
8915357,65284563
8915359,65284542
8915359,65284570
8915359,65284572
8915359,65284574
8915359,65284576
8915359,65284578
8915359,65284581
8915359,65284584
8915359,65284179
8915365,65284587
8915365,2808016583
8915365,2808016584
8915365,2808016585
8915365,764840777
8915365,65284589
8915365,65284592
8915365,65284595
8915365,764840747
8915365,65284597
8915365,65284598
8915365,65284600
8915365,1712552531
8915365,65284602
8915365,764840584
8915365,65284608
8915365,764840585
8915365,764840586
8915365,65284611
8915365,65284613
8915365,764840587
8915365,764840588
8915365,65284617
8915365,764840590
8915365,65284619
8915373,258777278
8915373,764826058
8915373,65284629
8915373,65284632
8915373,764826075
8915373,65284635
8915373,259395663
8915373,764841085
8915373,65284644
8915373,65284647
8915373,764841086
8915373,65284656
8915373,764841087
8915373,65284658
8915373,65284660
8915373,764841089
8915373,65284661
8915373,65284666
8915373,764841120
8915373,2808021036
8915373,258777392
8915378,65284708
8915378,65284705
8915378,65284702
8915378,65284700
8915378,299387688
8915378,65284696
8915382,65284716
8915382,65284719
8915382,65284720
8915382,65284722
8915382,65284727
8915382,1735978729
8915382,65284730
8915382,65284733
8915382,1735978699
8915382,761836013
8915382,65284735
8915382,761836014
8915382,1735978723
8915382,65284736
8915382,761836015
8915382,761836016
8915382,65284739
8915382,65284741
8915382,65284743
8915382,65284746
8915382,65284748
8915385,65284600
8915385,764840893
8915385,764840797
8915385,764840894
8915385,65284755
8915385,764840896
8915385,764840897
8915385,764840898
8915385,65284757
8915385,764840944
8915394,65284805
8915394,2512168950
8915394,1202369040
8915394,65284808
8915394,2512168936
8915394,65284810
8915394,612724608
8915394,65284812
8915394,65284816
8915394,65284818
8915394,612724613
8915394,2512168934
8915394,612724723
8915397,65284828
8915397,2512168940
8915397,1202377688
8915397,65284830
8915397,65284832
8915397,65284834
8915397,65284837
8915397,612725906
8915397,65284840
8915397,1202378000
8915397,1202378003
8915397,1202377701
8915397,65284844
8915397,65284847
8915397,65284848
8915397,2512168942
8915397,612725907
8915397,2512168978
8915397,65284849
8915402,65284851
8915402,2512168962
8915402,2512168965
8915402,612725925
8915402,65284852
8915402,65284853
8915402,2512168944
8915402,65284856
8915402,612725926
8915402,612725927
8915402,65284859
8915402,65284861
8915402,612725928
8915402,65284863
8915402,65284865
8915402,2512168975
8915402,612725930
8915402,612725931
8915402,2512168959
8915402,65284868
8915415,65281061
8915415,1792795193
8915415,1792795189
8915415,1260360911
8915415,1260360806
8915415,65281095
8915415,353149097
8915415,1260360808
8915415,65284945
8915418,65282058
8915418,65284955
8915418,65284957
8915418,2304346679
8915427,65284996
8915427,1196754493
8915427,1196754495
8915427,1196753541
8915427,1196753544
8915427,1196753547
8915427,65284998
8915427,65285000
8915427,65285005
8915427,65285007
8915427,1583149969
8915427,65285008
8915429,258916755
8915429,65285015
8915429,1196751678
8915429,1583149986
8915429,318302873
8915429,1196755436
8915429,1196751900
8915429,65285017
8915436,65283935
8915436,662020555
8915436,775319448
8915436,65285050
8915439,65282051
8915439,2304346684
8915439,65285073
8915439,2304346685
8915439,2304346654
8915439,65285075
8915439,2304346658
8915439,65282049
8915441,65285081
8915441,65285083
8915443,65285090
8915443,65285092
8915443,65285081
8915443,65285093
8915443,65285094
8915443,65285095
8915443,65285096
8915444,65285094
8915444,65285103
8915449,65285119
8915449,65285123
8915450,65285124
8915450,65285127
8915452,65285129
8915452,856296909
8915452,2652586015
8915452,65285130
8915454,65285133
8915454,775298203
8915454,775298204
8915454,775298205
8915454,775298206
8915454,65285135
8915454,65285141
8915454,65284066
8915460,65285155
8915460,1196846790
8915460,1196846793
8915460,610748110
8915460,1196846794
8915460,1196846639
8915460,1196846640
8915460,65285159
8915460,1196846643
8915460,1196846645
8915460,65285164
8915460,1196846647
8915462,65285175
8915462,65299290
8915464,65285181
8915464,65285183
8915472,65281874
8915472,775304532
8915472,775304278
8915472,65285245
8915472,775304280
8915472,65285246
8915472,65285248
8915472,65284057
8915472,65348923
8915478,65285329
8915478,303705582
8915478,303705583
8915478,766934004
8915478,303705584
8915478,766934005
8915478,259406749
8915478,766934006
8915478,766934007
8915478,259406748
8915478,766934008
8915478,315708755
8915478,259406747
8915478,766934009
8915478,315708756
8915478,766934010
8915478,259406746
8915478,766934011
8915478,315708757
8915478,766934013
8915478,259406745
8915480,65285341
8915480,829697440
8915480,287826858
8915487,440319067
8915487,1735978676
8915487,440319070
8915487,1735978697
8915487,65285383
8915487,65285387
8915487,440320926
8915492,65285414
8915492,984087364
8915497,65285435
8915497,1205459560
8915497,1205459559
8915497,65285437
8915497,65285441
8915500,764927041
8915500,65285456
8915500,65285459
8915500,764927221
8915500,764927222
8915500,764927223
8915500,766885239
8915500,65311343
8915506,65282144
8915506,65285499
8915506,65285501
8915506,65285504
8915506,65282140
8915518,259407790
8915518,764927483
8915518,764927484
8915518,65285520
8915518,764927485
8915518,1935652913
8915518,764927373
8915520,1614316115
8915520,2252547627
8915522,65285620
8915522,1270635909
8915522,65285622
8915524,65285635
8915524,775318243
8915524,775318244
8915524,775318245
8915524,775318246
8915524,775318247
8915524,775318248
8915524,775318249
8915524,775318250
8915524,775318251
8915524,65285626
8915527,65285646
8915527,65285648
8915527,65285650
8915530,65285655
8915530,65285662
8915530,65285664
8915530,65285669
8915530,65285670
8915530,65285673
8915536,346521755
8915536,346521754
8915536,346521753
8915536,1152536832
8915536,346521752
8915536,346521750
8915536,1152537038
8915536,1152536992
8915536,346521749
8915536,346521748
8915536,1152536882
8915536,346521747
8915536,346527909
8915536,1152536936
8915536,346521746
8915536,346521745
8915536,346521744
8915536,2693928415
8915536,65285705
8915536,65285699
8915536,1152536978
8915536,65285698
8915536,65285696
8915536,346522597
8915536,346522596
8915536,346522595
8915536,1155753252
8915536,346522594
8915536,1155753269
8915536,346521667
8915536,346521666
8915536,1155753189
8915536,346521665
8915536,1155753213
8915536,346521664
8915536,1155753259
8915536,346521663
8915536,346521662
8915538,65285698
8915538,346522622
8915538,346522548
8915538,346527957
8915538,346522549
8915538,1152536942
8915538,346521614
8915538,1152536986
8915538,1152537033
8915538,346521615
8915538,346528108
8915538,346521616
8915538,65368992
8915541,65285714
8915541,386843707
8915543,65285748
8915543,830825757
8915543,65285731
8915543,830825758
8915543,65285733
8915543,65285735
8915543,65285738
8915543,65285741
8915543,65285743
8915557,65285870
8915557,315422309
8915557,1201418962
8915557,315422200
8915563,65285911
8915563,65285913
8915563,65285916
8915563,65285918
8915563,1935652917
8915572,65286004
8915572,767761810
8915572,65286002
8915572,65286000
8915572,65285998
8915573,65286016
8915573,616936987
8915573,595495880
8915575,65285698
8915575,346522608
8915575,346522513
8915575,65286022
8915581,65286030
8915581,65286036
8915581,1155753245
8915581,1155753273
8915581,65286040
8915581,1155753222
8915581,65286043
8915581,65286047
8915581,65286050
8915581,1155753263
8915581,1155753171
8915581,65286053
8915581,65286055
8915581,65286059
8915581,1155753180
8915581,65286061
8915581,1155753212
8915581,65286063
8915581,1155753243
8915581,346522066
8915581,346522067
8915581,346522068
8915581,1155753258
8915581,1155753197
8915581,346522070
8915581,346522071
8915581,346522072
8915581,346522073
8915581,1155753226
8915581,1155753266
8915581,346522074
8915581,1155753249
8915581,346522075
8915581,65286065
8915581,65286067
8915588,65286126
8915588,1260360867
8915588,1260360874
8915588,65286128
8915588,1260360900
8915588,300756917
8915588,300757102
8915595,65286177
8915595,65286179
8915595,65286181
8915595,65286184
8915595,65286187
8915599,65286219
8915599,65286222
8915612,65286340
8915612,65283675
8915612,1840603095
8915612,65286341
8915612,65286342
8915612,65286343
8915612,65286345
8915612,65286347
8915612,65286348
8915612,65286349
8915612,65286358
8915612,65286363
8915612,65286365
8915612,65286367
8915612,65286340
8915616,65286374
8915616,65286375
8915616,65286378
8915616,65286380
8915616,65286383
8915616,65286385
8915616,65286387
8915618,65286393
8915618,1727334358
8915618,65286396
8915619,828418075
8915619,65286402
8915619,828418062
8915619,725288939
8915619,2480860670
8915619,725284181
8915621,65286413
8915621,65286418
8915621,65286420
8915626,65286435
8915626,65286438
8915626,65286440
8915626,728908266
8915626,65286447
8915626,728908270
8915626,65286449
8915626,728908276
8915626,65286450
8915626,65286452
8915626,310599423
8915626,65286454
8915626,310599424
8915626,65286458
8915626,728908333
8915626,65290933
8915631,65286476
8915631,65285093
8915632,65285133
8915632,775297961
8915632,775297962
8915632,775298169
8915632,65286482
8915632,775297966
8915632,265666706
8915632,65286479
8915632,65284691
8915636,65283619
8915636,767806456
8915636,767806457
8915636,65286495
8915638,65286515
8915638,767806675
8915638,767806676
8915638,767806682
8915638,259394569
8915638,767806683
8915638,767806684
8915638,259394570
8915638,767808063
8915638,767808066
8915638,767808072
8915638,259394880
8915645,65286556
8915645,65286560
8915654,65286583
8915654,65286585
8915654,65286587
8915654,65286590
8915656,65283492
8915656,65286598
8915656,65286600
8915656,767808635
8915656,65286602
8915656,65286605
8915658,65286610
8915658,65286612
8915658,311779422
8915658,65286614
8915658,65283375
8915662,65286623
8915662,65286630
8915662,65286633
8915662,65320961
8915662,65320959
8915662,65320958
8915662,65320955
8915662,65320954
8915662,65320951
8915662,65320949
8915664,65286641
8915664,65286643
8915671,2072458912
8915671,65286675
8915671,65286676
8915671,65286678
8915677,276543342
8915677,258768355
8915677,263409153
8915677,265692542
8915677,2874705158
8915677,258768356
8915677,2874705159
8915677,733602934
8915677,298081608
8915677,263409154
8915677,733602948
8915677,258768357
8915677,265692543
8915677,2874705157
8915677,2874705160
8915677,314137087
8915677,733600317
8915691,65286776
8915691,65286779
8915691,65286791
8915693,65286796
8915693,65286797
8915697,65284404
8915697,65286803
8915697,65286806
8915697,65286808
8915697,65286810
8915697,65286813
8915697,65286817
8915697,65286819
8915697,65286822
8915697,65286824
8915697,65286829
8915697,65284336
8915699,663083227
8915699,1614176486
8915699,1614176489
8915699,1614176470
8915699,358897396
8915699,1614176414
8915699,663082888
8915699,1614176471
8915699,1614176429
8915699,65286213
8915699,615406684
8915699,1614176402
8915699,1614176473
8915699,1614176430
8915699,258777687
8915699,665556397
8915699,1614176400
8915699,1614176485
8915699,665556398
8915699,1719012806
8915699,356721215
8915699,258777686
8915699,665556399
8915699,297838036
8915699,297838037
8915699,297838039
8915699,65286841
8915699,65286844
8915704,65286148
8915704,1260360864
8915704,1260360895
8915704,1260360859
8915704,1260360925
8915704,65286864
8915704,293738967
8915708,65286871
8915708,3454073850
8915708,3454073849
8915708,65286872
8915720,65286922
8915720,65286926
8915720,65286927
8915720,65286931
8915720,65286935
8915720,1993085333
8915720,65286938
8915724,65286949
8915724,65286952
8915724,65286955
8915726,258755560
8915726,65286961
8915726,764841184
8915726,764841185
8915726,65286966
8915726,65286969
8915726,764841103
8915726,65284661
8915734,65286997
8915734,2512168968
8915734,65287000
8915734,65287002
8915734,65287004
8915734,65287007
8915734,2512168956
8915734,65287009
8915734,612725732
8915734,612725895
8915734,612725896
8915734,65287011
8915734,65287014
8915734,2512168953
8915734,612725897
8915734,65287017
8915734,65287019
8915734,1202377093
8915734,65287022
8915736,65287033
8915736,2512168982
8915736,612726078
8915736,612726079
8915736,65287035
8915736,2512168971
8915736,65287037
8915736,65287040
8915736,1350167104
8915736,314143344
8915736,2795101131
8915736,2795101525
8915736,1350167153
8915736,2795101133
8915736,2795101526
8915736,2795101128
8915736,2795101527
8915736,2795101129
8915736,1202363585
8915736,612723135
8915738,65287047
8915738,1196897219
8915738,1196897220
8915738,1196897039
8915742,65359704
8915742,65287061
8915742,65287081
8915742,2609017326
8915742,65287076
8915742,2609017327
8915742,65287073
8915744,65287088
8915744,65287089
8915744,65287092
8915747,65287098
8915747,65287100
8915747,65287102
8915747,65287105
8915750,267456161
8915750,65287127
8915750,427891170
8915750,316918521
8915750,427891168
8915750,65287125
8915750,427891263
8915750,65287121
8915750,65287119
8915750,427890363
8915750,427890376
8915750,65287116
8915750,427890377
8915750,65287114
8915750,427891165
8915750,65287111
8915752,65287137
8915752,65287134
8915753,65337493
8915753,506109022
8915753,65287147
8915757,993972180
8915757,65287158
8915757,2323785075
8915757,2323785127
8915757,65287161
8915757,65287163
8915757,2323785140
8915757,2323785086
8915757,65287166
8915757,2323785109
8915757,65287169
8915757,65287171
8915757,65287172
8915759,65287176
8915759,65287179
8915760,65287183
8915760,65287185
8915762,65287191
8915762,65287193
8915763,65287201
8915763,386895625
8915796,65287209
8915796,1243846520
8915796,65287211
8915796,65287213
8915807,65287440
8915807,754558638
8915807,754558641
8915807,65287441
8915807,65287442
8915810,65287529
8915810,1594265254
8915810,330662281
8915831,65287542
8915831,2315778165
8915831,65287544
8915831,2315778232
8915831,65287547
8915831,315426325
8915831,315426372
8915831,65287554
8915831,2315778336
8915831,2315778327
8915831,65287563
8915831,65287569
8915831,1735954051
8915831,2315778301
8915831,1735954105
8915831,65287590
8915838,65322991
8915838,343529061
8915838,2921828487
8915838,343529067
8915838,343529070
8915838,65287605
8915843,65287655
8915843,65287660
8915843,65287662
8915845,295505889
8915845,1511324925
8915845,1511324892
8915845,295506229
8915845,1511324864
8915845,295505887
8915848,65287697
8915848,65287699
8915865,65287720
8915865,318176583
8915865,307635442
8915865,65287725
8915869,65287922
8915869,65287928
8915869,65287932
8915869,65287934
8915869,358887694
8915872,65287942
8915872,65287945
8915872,65287947
8915884,65287952
8915884,2327618794
8915884,2317662697
8915888,2317662715
8915888,65288018
